id;message;sentiment
308;It is imperative for all responsible citizens to be vaccinated for themselves, their families and their loved ones.;Positive
309;i am not so sure about the effectiveness of all these vaccines, it looks like state propaganda.;Negative
310;I have seen many of my relatives lose their lives to this virus, I advise people not to underestimate this disease, it really kills, it is necessary to receive its two doses of vaccine.;Positive
311;I will never participate in this state lie that uses vaccines to better control us;Negative
312;Still not vaccinated and still in great shape, I think I made the right choice;Negative
313;Vaccinated or not, you will eventually leave this world because God has the last word.;Neutral
314;Scientists advise us to get vaccinated, our conscience tells us not to, who should we listen to?;Neutral
315;Leave me alone with your shitty vaccine, I will not change my mind, zero vaccine for me.;Negative
316;Has Emmanuel Macron himself been vaccinated? i am not talking about the false images that were broadcast on television. Let him set a good exle first, then I will follow him;Negative
317;I am not and never will be interested in corona vaccines. I do not want it;Negative
318;We do not want your vaccines, leave us alone.;Negative
319;My spirit guide still has notgiven me the go-ahead to receive my covid vaccine, if he gives me the go-ahead then I get the vaccine without any problems.;Neutral
320;I have always been very hostile to vaccines, and covid will not make me think otherwise.;Negative
321;If it is necessary to have a quiet life, then why not?;Positive
322;I trust science, I do not doubt the effectiveness of these vaccines, yes to vaccines against corona virus.;Positive
323;I do not want your vaccines, stop busting my balls.;Negative
324;I've taken my two doses of Pfizer and so far so good, though I was quite pessimistic about the effectiveness of these vaccines, i am starting to think I was wrong.;Positive
325;I still have not been vaccinated, here in Africa the authorities seem to be in no hurry, it is not normal.;Positive
326;They have hijacked vaccines for personal and family use, yet people are dying of corona here.;Positive
327;i am in favour of vaccines, i am just waiting my turn to get my doses.;Positive
328;I received my first dose, because of the side effects I do not know if I will get the second.;Neutral
329;I cannot imagine a needle being inserted into my arm, and I do not trust the speed with which these vaccines were made.;Negative
330;I do not want to be vaccinated, it is my decision and I accept it.;Negative
331;You cannot force these vaccines on people, so far it has notbeen done and i am glad, I do not want this vaccine.;Negative
332;The road to the end of the disease is through vaccination, so it is the only option we have to hope for a normal life.;Positive
333;My family and I have almost all received our two doses made like us, so we will beat this virus.;Positive
334;This virus has been ruining our lives for almost two years, finally we have a prospect of getting rid of it, it is so great.;Positive
335;I think everyone should get vaccinated, so everyone can return to the normal situation without being at risk of getting infected.;Positive
336;I have opted for hot water as a means of prevention, the rest does not concern me.;Negative
337;I've already caught the virus and got away with it, my body is already protected by antibodies, so it is a good excuse to avoid the vaccine.;Negative
338;i am going to get vaccinated in any case, but frankly too much grey area with this vaccine thing.;Positive
339;If I have to be vaccinated I will indeed choose a retrovirus vaccine. sinopharm would be ok for me, RNA never.;Neutral
340;They are ready to do anything, even to drop their pants in order to be vacated;Negative
341;For once, the anti-vaccine thesis seems to me more and more convincing in view of the multiple contradictions of the WHO and the government.;Negative
342;All that matters to this government is money. They want us to get vaccinated so that Chinese tourists will bring them billions as usual, I will not take this vaccine.;Negative
343;Trust the World Health Organisation and trust AgnÃ¨s Buzyn? Laugh out loud.;Negative
344;The vaccine made in China, no thanks. The rest is still acceptable.;Positive
345;Vaccines are not at all reliable. Avoid getting injections without being sure of the consequences.;Negative
346;Keep getting vaccinated and you will suffer the consequences.;Negative
347;Vaccination against covid-19, which has practically disappeared, would require a specific vaccine for each variant, so it is a commercial and not a medical operation.;Negative
348;cannot wait to vaccinate my dog and chickens. Leave me alone with your bullshit.;Negative
349;Parents it is your children you can refuse you know!!!;Negative
350;Children have a 99.007% survival rate to the disease! it is a shame to want them to be injected at all costs, it clearly shows the commercial side of this operation.;Negative
351;Harmless disease for children, old people with comorbidity are vaccinated, what is the point?;Negative
352;I have seen on tiktok people losing their minds after taking the vaccine and frankly I have changed my mind.;Negative
353;i am optimistic, but to be on the safe side, I wouldn't take the vaccine for a year.;Negative
354;Or are you still not getting Bill Gates' and George Soros' 5G? Because I cannot... a real scam this vaccine.;Negative
355;No but it seems that I am very contagious since I was vaccinated and yes we are vaccinated to spread the virus faster, and also to spy on us,... They are really ridiculous these anti-vaccines.;Positive
356;Why hesitate to get vaccinated, supposedly because you are afraid it will not work, and take advantage of technological advances? Really ridiculous in the end.;Positive
357;Too much misinformation in this vaccination caign, we must stop believing that these vaccines have been cobbled together.;Positive
358;I was vaccinated without hesitation, and I would do it again and again if the opportunity ever arose.;Positive
359;My doctor advised me to be vaccinated with Astrazeneca and so far I am doing very well.;Positive
360;Like any good self-respecting citizen who trusts the authorities of the republic, I was vaccinated without any problem.;Positive
361;Adverse effects of covid: 400 deaths per day, 10% of covid Long saturated hospitals, deprogramming of patients, ...the situation will be catastrophic in the days to come, I will never get vaccinated.;Negative
362;Yes the big bad virus is going to annihilate humanity, those who have not been vaccinated are in imminent danger of death, it is paranormal to run to take your dose like a young girl in panic.;Negative
363;Six months ago nobody wanted to be vaccinated, today I am amazed at the 360Â° turnaround.;Positive
364;Now what is known is that many altruists 20/21 want to get vaccinated to go on holiday next month.;Positive
365;it is tiring this two-bit victimisation, to go afterwards to be vaccinated in secret, stop deceiving the innocent.;Positive
366;People are wary of vaccination and are playing with their health, which is a shame.;Positive
367;The problem is that we have the impression that these laboratories want to make a maximum profit at all costs, and this leads us to question the real effectiveness of these vaccines.;Positive
368;Adolescents have a more interesting capacity to resist vaccines, why should they be vaccinated at all?;Neutral
369;Yesterday I was still hesitating to take my two doses, I changed my mind when I learned that my two neighbours were sent to the emergency room.;Positive
370;I am in favour of vaccines as it is the only option we have to protect ourselves from the virus;Positive
371;i am going to get vaccinated in the next few days, i am just waiting for the green light from the authorities;Positive
372;Big deal, nothing for cancer except chemo, nothing for Alzheimer's, nothing for Parkinson's, nothing for AIDS, and in less than a year a miracle vaccine against covid.;Negative
373;There are questions to be asked! In 6 months...all these vaccines and more and more variants. We will know more in a few years.;Negative
374;3 million deaths from covid versus 38 million deaths from HIV and still no vaccine for HIV.;Negative
375;it is hard to believe, but i am in favor of the vaccine. but a quality vaccine. so my current attacks are against the rush.;Positive
376;i am in contact with sick people every day. I think it is useful to be vaccinated. ;Positive
377;Given the magnitude of the crisis in the world we must take action against the pandemic now there are some that the crisis does not affect whether on the side of health or the economy but these should not be a brake to the vaccination so for me am for the vaccination;Positive
378;I would not get vaccinated;Negative
379;Suppose I get the vaccine and the side effects are severe. Who is responsible? According to the documents, it is me, so I'd rather not get the vaccine.;Negative
380;Frankly, I  can not take them. None of the bosses of these pharmaceutical companies had the courage to get vaccinated.;Negative
381;Getting vaccinated would save lives;Positive
382;No to this deadly vaccine;Negative
383;I am deeply hostile to all types of vaccines including covid 19.;Positive
384;"Africans have never had a solution in vaccines"" but rather""";Negative
385;The Covid 19 vaccine never really interested me;Negative
386;I think the Covid 19 vaccine does not always work for everyone because we do not all have the same humanitarian system.;Negative
387;I think covid19 is like the flu and will always be with us. It will adapt and therefore no vaccine can stop it.;Negative
388;Vaccination makes life easier for us, but since it has probably not yet been brought to perfection, I do not really trust it yet.;Neutral
389;say yes to the vaccine for a better tomorrow;Positive
390;Oh yes, I can assure you that I feel freer since I was completely vaccinated.;Positive
391;Prevention is better than cure I say yes to the vaccine;Positive
392;I have taken my two doses and the side effects are less scary than I imagined.;Positive
393;I wish I had the choice, but I do not;Neutral
394;Negative;Negative
395;The side effects are not as bad as actually catching covid and vaccinations are our only way out of this hell. ;Positive
396;i will have to thanks everybody who help us on the vaccination Program. We are going to win the covid19 together.;Positive
397;There might be long term side effects to vaccines that we do not know about yet and that's scary but there might also be long term side effects to covid-19 and I personally find those way scarier. ;Positive
398;I will like to be vaccinated against the covid 19.;Positive
399;The researchers did not take enough time to create this vaccine. ;Negative
400;We still do not really know the side effects of this vaccine.;Negative
401;It is not impossible to be infected after the vaccination caign. But it is important to save our family and friends. Take your covid19 vaccine. ;Positive
402;It is a premiere that a vaccine has been developed in such a short period of time.;Negative
403;I am still young to die.;Negative
404;Moderna is the most popular vaccine and is the sad vaccine for our community. ;Negative
405;Apparently this vaccine has an impact on menstruation.;Negative
406;the COVID vaccine is not the first we take.  if we did not find a problem with the previous ones, I do not see why to refuse this one.  I agree with the vaccine;Positive
407;Between being vaccinated and not being vaccinated, I prefer to be.;Positive
408;They are all rotten politicians, so used to bribing, they have no shame in doing so to encourage people to get vaccinated.;Negative
409;I think it is good for people to take the vaccines, but i am not bothered to do it myself.;Neutral
410;The creation of this vaccine was a great success, while the world was suffering from the atrocities of this so-called covid 19;Positive
411;I was vaccinated without hesitation from the moment I knew that it was the only way to get us out of confinement.;Positive
412;I was vaccinated on my own initiative without thinking, I was just intrigued by the questions I was asked by the doctors;Positive
413;stop bothering us with false problems, covid is not that contagious. in fact, if they insist so much that we get vaccinated, it is only to make money.;Negative
414;I am vaccinated and I finally kiss my grandchildren. A year without a kiss was becoming more and more difficult.;Positive
415;i am not vaccinated and I still kiss my grandmother and everyone is fine, i am glad;Negative
416;we have had deaths from covid in our family and the protocol for funerals is really traumatic, that's why I got vaccinated as soon as possible.;Positive
417;I have a history of lung disease, so it was an obligation, not a choice, to be vaccinated so as not to make my children feel guilty in case something happened to me.;Positive
418;If putting people's lives in danger does not traumatize you, then you have lost your humanity, refusing to be vaccinated is collective suicide.;Positive
419;for me it does not matter if you are vaccinated or not, everyone is free to do what they want as long as they do not put anyone's life in danger.;Neutral
420;In view of people's behaviour regarding the respect of barrier gestures, getting vaccinated remains the best decision.;Positive
421;I caught the virus at the beginning of the epidemic and I believe I am protected by my natural immunity, I prefer that to the vaccine.;Negative
422;"Why get vaccinated when the authorities themselves do not set a good exle; I remain a big pessimist about the real existence of this pandemic.";Negative
423;I cannot wait to get my second dose.;Positive
424;One dose is good, two is even better, the health authorities are trustworthy.;Positive
425;Personally, I am vaccinating so that the hospitals are no longer saturated and that we can get out of the confinement and go on vacation;Positive
426;the more vaccinations increase the more restrictions decrease, just look at the USA and Israel, every conscious person must be vaccinated.;Positive
427;the sanitary passport a ridiculous idea as our leaders seem to have it, as I want vacations this year I have no other choice than vaccination.;Positive
428;In order not to put my loved ones in danger and so that they do not put me in danger, we vaccinated each other.;Positive
429;the real extent of this pandemic is very far from what the media present to us, all the figures are inflated to scare us so that we go and get vaccinated. for the moment they have not convinced me enough.;Negative
430;I live with my grandparents and i am too afraid to take responsibility if anything happens to them, so I got two doses of the vaccine.;Positive
431;when laboratories turn into an evil propaganda industry. A real scam this covid story.;Negative
432;How could anyone hesitate to get vaccinated? I did not think about it at all.;Positive
433;To give up the vaccine is to give up one's life, I still want to have mine.;Positive
434;I received a call for my vaccine but I think i am going to turn it down for me they are not quite there yet.;Negative
435;i am naturally immune so I do not care about the vaccine.;Negative
436;it is better to be vaccinated, you can catch the virus and die like a bug. my mother-in-law has been in a coma for 3 days, it is traumatic.;Positive
437;soon we will be back to our old lives only if we get more vaccinated.;Positive
438;and what about the people who die of starvation and malnutrition? It shows that this story of covid is a pure invention of the labs to make money.;Positive
439;I find it hard to believe that a vaccine was quickly found in less than a year, I do not want to be a guinea pig. Vaccinate yourself first, i will decide later.;Negative
440;after almost 8 months of confinement, if someone tells me that the vaccine is the only solution to get rid of it, i will take it.;Positive
441;This health passport is a plan to force us to take doses of questionable vaccines.;Negative
442;We can have the same number of people who are cured without vaccines, without medication, natural immunity remains the best option compared to vaccines.;Negative
443;Before the appearance of this disease I was beginning to be less pessimistic about vaccines, but the management of this crisis has reinforced my pessimism.;Negative
444;why other diseases still do not have a vaccine but covid oripire has a record time? it is quite intriguing I will see the outcome of this story.;Negative
445;why get vaccinated when we have alternatives like grandma's secrets? I've never been excited about vaccines.;Negative
446;As a nurse I advise people to get vaccinated, I have seen many people lose their lives because of this pandemic.;Positive
447;I miss my grandmother very much, as soon as I get my second back I will be able to see her again and this is thanks to the prowess of science.;Positive
448;it is been three days since I took my first dose and so far so good, the side effects are less impressive.;Positive
449;I say no to this deadly vaccine;Negative
450;I fully support all those who are fighting against this vaccine. It is really not good for us.;Negative
451;I will be vaccinated as a good citizen;Positive
452;I will be vaccinated for the respect and credibility of scientific research.;Positive
453;The question of vaccination does not even arise for those thousands of people who die every day from malaria, but for a pandemic that has shaken the West, this vaccine is becoming an international affair;Negative
454;As soon as it is possible, I will get vaccinated;Positive
455;I tend to trust scientists more than ignoramuses, charlatans and conspiracy theorists;Positive
456;It was vaccination that rid mankind of smallpox, which wreaked havoc for centuries. Think about it.;Positive
457;This pandemic has shown us one thing: the unexpected is, as its name suggests, impossible to predict. Take our vaccines because nothing has been foreseen.;Positive
458;Vaccines, chloroquine, traditional African medicines... In my eyes, it is all the same.;Neutral
459;The vaccine against covid 19 is uncertain and by the way I do not believe in it reliability;Negative
460;Our economy is at its worst, the hospitals are crowded in the resuscitation room, and the confinement rots our life. We have no choice, if we want to return to the situation of before we must opt for the vaccine.;Positive
461;Without thinking I kissed three people goodbye after my first injection, it was really beautiful after almost a year of distance;Positive
462;To be honest, even before receiving my second dose I stopped respecting the barrier gestures, it was an incredible feeling for me and all this thanks to the technology of vaccines.;Positive
463;COVID-19 vaccines are safe for most people aged 18 years and over, including those with pre-existing conditions of any kind, including autoimmune diseases. These include hypertension, diabetes, asthma, respiratory, liver or kidney disease, or stabilised and controlled chronic conditions.;Positive
464;This pandemic has shown us one thing: the unexpected is, as its name suggests, impossible to predict;Neutral
465;it is a pity not to follow the Dromois exle by vaccinating the teenagers rather than keeping the reserves and making them wait until mid-June and end of July for a complete vaccination.;Positive
466;Teenagers do not develop serious forms of covid. It is not reasonable to inject them with this pseudo-vaccine whose side effects are not known in the long and medium term.;Negative
467;To each his choice and his altruism, the vaccine must not in any case be imposed otherwise it is the end of the freedom which is a fundamental right.;Neutral
468;I am not against the vaccine but in this case it is not a vaccine but a gene therapy and before vaccinating young adolescents and children it might be necessary to reassure us of the harmlessness of these products on their future health.;Positive
469;The conspiracy polishes the self-judgment. And if for decades people had refused vaccination, we would be fighting diseases like smallpox today.;Positive
470;For the consequences of these vaccines in the future only the future will tell us but most of the young people I know aspire to find a normal life and are therefore in favor of the vaccine including myself.;Positive
471;Get vaccinated and wear your masks, let people make their own choices.;Negative
472;To each his own beliefs and convictions, personally I will not get vaccinated to go eat out or travel. My freedom is elsewhere and my fragile health does not require a vaccine.;Negative
473;it is a big global conspiracy to reduce the world's population and keep the pension money. If not, explain to me why we do not vaccinate the young.;Negative
474;Just because we do not see things the way you do, does not mean we do not have a polished self-judgment. It is not necessary to listen to so-called conspiracy theories to have a Negative opinion on these vaccines.;Negative
475;All the labs that make these pseudo vaccines have been heavily convicted of fraud, and while there are billions at stake for this shot, people imagine that they have become honest.;Negative
476;The unvaccinated I hope you will not come back later to complain about being vaccinated and saturate our hospitals.;Positive
477;I hope that the victims of the side effects of the vaccination will be taken care of and compensated. If this is not the case I will not take any risk concerning this vaccine.;Neutral
478;I am very angry with people who think that the vaccine makes you sterile. It is very mean of them because we all know the importance of vaccination.;Positive
479;it is strange this madness, this propaganda in order to incite people to vaccinate with a product that we do not know the side effects. ;Negative
480;Why vaccinate a population that has an almost zero mortality rate? Why make people believe that this vaccination protects others when they will still be able to contract the virus and transmit it, this damage all this propaganda.;Negative
481;You see I will not be vaccinated and I assume the consequences, I concentrate only on the respect of the barrier gestures.;Negative
482;And after being vaccinated, it will be every year like that the laboratories can make even more money.;Negative
483;I lost a family member who had a concussion after receiving the vaccine. Can you imagine what I think about the coronavirus vaccines or do I still have to explain myself?;Negative
484;We will certainly be re-controlled as the vaccines are not effective against several variants, which shows that they have been tinkered with in order to be marketed quickly.;Positive
485;We are not sheep, let alone guinea pigs.;Negative
486;The vaccine does not prevent you from getting the disease, let alone transmitting it, so in the end, what's the point?;Negative
487;do not you understand that there are people at risk? you encourage them not to get vaccinated. I am atshmatic and therefore I produce more mucus than others so yes I get vaccinated not to suffer a severe form of covid everyone should do the same.;Positive
488;i am 23 and I do not have time to wait for herd immunity, so I got vaccinated and that does not make me a sheep or even a guinea pig.;Positive
489;Stop with the propaganda, let the people decide themselves as adults, they will assume the consequences themselves.;Negative
490;The vaccine yes but you go too far with the propaganda, people are aware of the importance of being vaccinated some just pretend.;Positive
491;I am not against the vaccine, I simply deplore this propaganda that we are fed by all means.;Positive
492;Will there also be a count of deaths and adverse effects on the experiment?;Negative
493;Even with a naturally acquired immunity, they want to give us an injection! But what is so important to clear in this vaccine? Surprising no? and not very clear!;Negative
494;In our time vaccination was done at school, and everyone was present, today I am 75 years old and I am in good health, stop listening to prejorative information about the vaccine.;Positive
495;At that time it was a real vaccine, if you took the tetanus vaccine you could hurt yourself with a rusty piece of iron and you would not get tetanus. Against covid they are not vaccines because you can get it anyway. So no and no to this financial scandal. ;Negative
496;Other times there were real vaccines, today they are just tests that expire in 2022, why risk your life by taking this thing?;Negative
497;i am laughing my ass off! I thought vaccines were not mandatory. Why do you want to vaccinate the children when the schools have not been closed because the children are not carriers of this virus.;Negative
498;We are increasing public expenditure for unnecessary purposes, so we might as well save money on all these vaccines.;Negative
499;For those who want to vaccinate their children with an experimental vaccine, they are free to do so.;Negative
500;My children and I are not guinea pigs, so no.;Negative
501;i am not against vaccines, i am against the rush.;Neutral
502;The vaccine prevents you from developing a severe form of the disease and being hospitalized afterwards, so much the worse for the skeptics.;Positive
503;You are free to inject yourself with whatever you want, just as I am free not to do so and to wait for a more reliable vaccine that really immunizes, which is not the case at present.;Negative
504;Let them try to touch my children with their gene therapy that contains the SPIKE protein and a pristine 5G chip.;Negative
505;We will see in some time, they will fall like flies with this vaccine.;Negative
506;I know people who took the two doses and got the severe form of covid, I remain very pessimistic about the effectiveness of this vaccine.;Negative
507;Numbers to scare people, and as soon as they are afraid, they get vaccinated by serving cobaille.;Negative
508;the vaccination is really advised, it is the solution to live after the covid.;Positive
509;What is the purpose of the vaccine?  To make some people rich of course!;Negative
510;In any case, this pseudo-vaccine is nothing. It does not prevent you from having it or transmitting it.;Negative
511;The covid-19 vaccine has never been bad for a good cure, although it was designed to help those who were threatened by the disease, but we just do not know if we will be able to live fully without side effects afterwards.;Neutral
512;I do not think vaccin is the only way to fight again a pandemie;Neutral
513;Vaccin is not the key!;Negative
514;It is true that the Covid 19 vaccine has been a great success, as it has saved human lives, but there is no reason to believe that it treats us without leaving harmful effects;Neutral
515;I was vaccinated with pfizer, the side effects are extreme even if I remain confident.;Positive
516;I was vaccinated yesterday, no side effects, but in the long term I am still not reassured.;Neutral
517;These pseudo vaccines were conceived in pure haste by laboratories with the aim of making money, I am not deeply anti-vaccine but this one does not inspire me confidence.;Negative
518;Given the reputation of these vaccines and all the talk about them, I think it is too premature for me to risk getting an injection.;Negative
519;So even with a single dose you can still end up in hospital! This makes me even more convinced not to get vaccinated.;Negative
520;At the same time, people are fed up with the fact that they have to keep their masks on and respect the barrier measures even if they are vaccinated. Finally, what is the point of this vaccine?... Nothing at all.;Negative
521;it is A GOOD THING THE VACCINE EXISTS? IT WILL SAVE MANY LIVES.;Positive
522;The vaccine prevents in the worst case scenario to get the covid in a severe form, it is better than nothing.;Positive
523;I fear the adverse effects of this vaccine and I object to the denial of preventive and curative treatment. These vaccines are in their infancy and do not inspire me much.;Negative
524;In order to protect the community, most of us should get vaccinated.;Positive
525;Corona is a lie;Negative
526;Frankly, you do not need to be vaccinated to beat covid.;Negative
527;I do not believe in the vaccines, I think Bill Gates wants to put a chip on us.;Negative
528;Maybe;Neutral
529;I would consider taking the vaccine some day;Positive
530;I am not sure if I will get the vaccine right now.;Neutral
531;Go Corona Go;Positive
532;I would only get the Moderna vaccine;Neutral
533;Let us get the shot!;Positive
534;The vaccine is good;Positive
535;People should have free choice whether they will be vaccinated or not;Negative
536;In my honest opinion, the vaccine is bullshit;Negative
537;I am not really sure;Neutral
538;If more people will get the vaccine, we will not have another lockdown.;Positive
539;Vaccines prevent deaths!;Positive
540;Vaccines cause ligma!;Negative
541;I had my two doses at the end of March, it is a vaccine like any other.;Positive
542;It is better to keep your mouth shut when you do not know anything, these vaccines have been certified by the greatest medical experts in the world, it is in no way a cobbled-together vaccine but on the contrary a technological prowess made possible by the bravery of researchers around the world.;Positive
543;Too bad, too much good publicity for such a nice vaccine.;Negative
544;The taxpayer has suffered enough to continue making the laboratories rich.;Negative
545;It smells rather like a good old commercial war between laboratories, and concretely shows the spirit of gain at any price that motivates the inventors of this vaccine.;Negative
546;Everything is politicized these days and only capitalism matters. We allow ourselves to play with human health anyhow. You cannot trust anyone. let our plants take care of ourselves. I have no confidence in these vaccines at all;Negative
547;I think we can live with corona virus and without vaccinations. All is for money ;Negative
548;We can live with corona virus and whitout vaccine too;Negative
549;if I have time I will get vaccinated.;Positive
550;In order for a vaccine to be administered, there must be a certain guarantee, i.e. knowing the short and long term side effects and also the effectiveness of the vaccine to stop the disease. Without these data it is impossible to decide whether to take it or not.;Neutral
551;Shame on parents who refuse to vaccinate their children, it is totally irresponsible.;Positive
552;I was vaccinated at the time with vaccines that had no doubt as to their effectiveness and that really played their role, and this is no longer the case today.;Negative
553;Vaccines ceased to be credible when the pharmaceutical companies passed into the hands of military industrialists, the quality of the vaccine does not matter to them, the main thing is to make as much money as possible and make us objects of tests.;Negative
554;Just a word, do it. You can thank me later.;Positive
555;please Astrazeneca and BioNtech are bad vaccine like all the other one. I will not get vaccinated;Negative
556;I already got my vaccine :);Positive
557;i am actually affraid of possible side effects. The vaccine seems to be new and I cannot be sure if the side effects could limit me in my future life.;Negative
558;Did not yet have an opportunity to get vaccinated.;Neutral
559;covid vaccines are useful, other than some special cases everyone should get vaccinated, this will protect people from covid.;Positive
560;I do not want to get the Corona virus, this seems to be a better option;Positive
561;I think  everyone should be vaccinated, because it is a global problem and the problem should be fought together;Positive
562;I prefer vaccines from europe. But other vaccines are also okay. Im sceptical about the ones made by russia or china.;Positive
563;I do not care about it as long as I dont have any disadvantages.;Neutral
564;Vaccines save lives. The risk of experiencing side effects is nothing compared to potentially saving thousands or even millions of lives.;Positive
565;the vaccine doesnâ€˜t work anyways so why should i get vaccinated.;Neutral
566;Vaccines are useless;Negative
567;Vaccines are a necessity to return to our normal lives and the side effects a marginal. Because of this everyone should get vaccinated.;Positive
568;All vaccines are useful. The side effects are minimal but the Positive effects are immense.;Positive
569;Vaccination gives us back our freedom. I like to be free.;Positive
570;I do not care about vaccines;Neutral
571;I want to get vaccinated ;Positive
572;Everyone can contribute to the fight against Covid-19 by getting vaccinated.;Positive
573;Sometimes vaccines are useful. But the side effects are kinda scary so I think i will wait what happens to the first people who get the Covid19 vaccine;Neutral
574;There is noway I am going to get chipped by Gates.;Negative
575;I personally can wait for my vaccine as I do not step out the house as often as someone who regularly works at the office like many of my friends do. Not only that, but I feel like these people should be prioritized or any other employees who constantly have contact with many people.;Positive
576;I think the covid-19-vaccines are realy important. It is maybe the only way to go back to normal.;Positive
577;Bill Gates wants to control your mind. do not get vaccinated!!!;Negative
578;Well I dunno;Neutral
579;It makes no difference whether I am vaccinated or not because i am home most time anyway and i am probably somewhere close to last in the priority queue.;Neutral
580;i think the advantages outweigh disadvantages;Positive
581;i do not like the side effects, but i also do not want to get sick;Neutral
582;i worried about the long term side effects;Negative
583;Sure. I will get a shot in a few days.;Positive
584;For now, it is warm and the virus is not spreading, so i will wait and see how the others react.;Neutral
585;no no. never. look at all these people dying. never.;Negative
586;I will find out how to make an appointment for the vaccinations.;Positive
587;It is complicated to decide but for my children I would do it.;Positive
588;Well, I do not.;Negative
589;I am now in this football stadium thanks to Astrazeneca, BioNtech and Moderna. Thank you to these companies.;Positive
590;Vaccines are important ;Positive
591;I can stand the covid-19 situation without Vaccine;Neutral
592;I am afraid of the side effects;Negative
593;i am not sure how effective the vaccine is;Negative
594;There are many vaccines and I do not know which one is the safest;Neutral
595;I have not yet decided which vaccine to take;Neutral
596;i will take it, it is just a matter of time.;Positive
597;I think this is a good idea to get back to normal life;Positive
598;the vaccine for me is very important let us get vaccinated ;Positive
599;It makes no difference whether I am vaccinated or not;Neutral
600;Vaccines are useful but they need to be tested long enough before using them on a large population.;Neutral
601;Neutral;Neutral
602;Yes;Neutral
603;I do not like the vaccin.;Neutral
604;I would never get vaccinated. If it is not an Obligation;Negative
605;The problem with the vaccines is that it does not assure us 100% that it shall not have secondary effects in future ;Neutral
606;I do not really know which one to choose because there are enough;Neutral
607;bad caign for bad injection;Negative
608;i am total for a vaccine. For everybody my friend. That can rate us.;Positive
609;Positive;Positive
610;I think it is important to be injected. for your own safety and the safety of all;Positive
611;I will never get vaccinated. Vaccination kills!;Negative
612;i am not sure whether I should get vaccinated. I mean it may prevent covid, but i am most likely not gonna have a severe illness anyways.;Neutral
613;I want to save myself and others, so vaccination is the only choice to do so.;Positive
614;Good evening I am for the vaccine;Positive
615;Many patients die because they were not vaccinated in advance ;Positive
616;The pharmaceutical industry is as interested in world health as the arms industry is in world peace.;Negative
617;There are simply too many vaccines available. I do not encourage the covid19 one.;Negative
618;After the 3rd comes the 4th and so on.;Negative
619;Of course, when such a poorly researched substance is vaccinated. At some point, people might realise that the substance is useless anyway. Maybe, because the vaccinated say that the unvaccinated are more dangerous. Why, when they are vaccinated anyway? Or do they know that it is free?;Negative
620;You will all need more until your departure.;Positive
621;Hopefully, vaccinations will be given quarterly.;Positive
622;They are safe, like many other vaccines.;Positive
623;The super profit of vaccine manufacturers. it is all about business. I will not participate.;Negative
624;Are the multinational pharmaceutical companies in charge now? What's all the fuss about vaccines?;Negative
625;heh purely what they write here. The best thing is that everyone pays for their own vaccination. let us see how many more want it.;Negative
626;But of course we need that...;Positive
627;Of course. 72 million doses of the vaccine must be used.....as well as you, the governments, will influence the majority to do so.;Negative
628;Big Pharma has come up with a lucrative business model as a permanent solution.;Negative
629;It was also clear because there are too few side effects after the two vaccines and especially the risk of contamination.;Positive
630;i am beginning to doubt everything!!!!;Negative
631;The covid vaccines must disappear.;Negative
632;With such proposals, pharma will certainly get rid of a few more syringes, very clever.;Negative
633;So how good is the vaccine that you need so many doses to have an easier course when you get covid? Well, the virus is strong;Negative
634;There was no talk of them in the past if I had known that I would not have gone to be vaccinated, so people are deceived just so that they can get rid of the vaccine doses.;Negative
635;Well, if you need it and believe in it, go ahead.;Positive
636;I have no problem with it, I have been fully vaccinated for a month and there have only been the normal vaccination reactions, no side effects. If it is recommended, i will also take the third one, it cannot do any harm. ;Positive
637; I do not know anyone who has come down with Corona yet, but meanwhile many have had significant problems after vaccination.;Negative
638;Nonsense... as long as I have AstraAstrazeneka, I will certainly not get a third injection!;Negative
639;The same goes for the tick vaccine. But nobody remembers it because it is done in early childhood. So we get vaccinated.;Positive
640;Since the tests and recalls are supposed to cost something by autumn at the latest, well, let us see who else wants to undergo them.;Negative
641;But with Johnson and Johnson i will not get vaccinated.;Negative
642;A pharmaceutical company will definitely say that the vaccine lasts forever. What should he sell then? ;Negative
643;And then comes the 4,5,6 it will never end.;Negative
644;And a fourth, and certainly a fifth. But the sixth, then you are safe, and the seventh then also helps against the new variant. So the loop never ends.;Negative
645;The choice to get AstraZeneca helped me through the Sydney lockdown;Positive
646;it is a cat and mouse game, obviously. There is no point in getting vaccinated.;Negative
647;When I am told that vaccines are effective enough to achieve immunity, I wonder what is the cause of the delta variant? This is all a mockery.;Negative
648;Between the vaccinated, the old and the newly infected, herd immunity rages on. You can see for yourself that it is useless.;Negative
649;They will soon tell us that the vaccines are not strong enough against the delta variant.;Negative
650;Tests on human beings and everyone rushes to vaccines that do not work.;Negative
651;i am tired of all this conflicting information. I encourage everyone to take their vaccine.;Positive
652;Business and business for the laboratories. It is not necessary for us, believe me.;Negative
653;More than tired of hearing about vaccines. Let them give the drugs that really cure.;Negative
654;unexpected, what, 9 months to found a vaccine. NO NO No i will not take it.;Negative
655;we still lack hindsight on the consequences of this type of vaccine in the long term and we risk being annoyed if in 10 or 15 years' time we find ourselves with a large proportion of people suffering from disorders caused by vaccines, whereas young people are hardly at risk from the disease?;Negative
656;Moreover, we are alarmed because the number of cases is increasing, but these cases must mainly concern young people, since the older people have been massively vaccinated. let us vaccinate all the young people.;Positive
